country,manufacturing_site,vendor,molecule_test_type,brand,scheduled_delivery_date_y,manufacturing_site_idsum,manufacturing_site_idcount,manufacturing_site_idmean,manufacturing_site_packsum,manufacturing_site_packcount,manufacturing_site_packmean,manufacturing_site_quantitysum,manufacturing_site_quantitycount,manufacturing_site_quantitymean,manufacturing_site_valuesum,manufacturing_site_valuecount,manufacturing_site_valuemean,manufacturing_site_pricesum,manufacturing_site_pricecount,manufacturing_site_pricemean,manufacturing_site_pricesum,manufacturing_site_pricecount,manufacturing_site_pricemean,manufacturing_site_designationsum,manufacturing_site_designationcount,manufacturing_site_designationmean,manufacturing_site_usdsum,manufacturing_site_usdcount,manufacturing_site_usdmean,manufacturing_site_calculatedsum,manufacturing_site_calculatedcount,manufacturing_site_calculatedmean,manufacturing_site_calculatedsum,manufacturing_site_calculatedcount,manufacturing_site_calculatedmean
Mozambique,"Micro labs, Verna, Goa, India",SCMS from RDC,Lamivudine,Generic,2014,1351104,21,64338.28571428572,1080,21,51.42857142857143,379702,21,18081.04761904762,976331.44,21,46491.97333333333,50.72,21,2.415238095238095,1.17,21,0.05571428571428571,13,21,0.6190476190476191,1004.46,21,47.831428571428575,32696.259726265474,21,1556.9647488697844,1436060.749704536,21,68383.84522402553
Zimbabwe,"Micro labs, Verna, Goa, India",SCMS from RDC,Nevirapine,Generic,2014,1351104,21,64338.28571428572,1080,21,51.42857142857143,379702,21,18081.04761904762,976331.44,21,46491.97333333333,50.72,21,2.415238095238095,1.17,21,0.05571428571428571,13,21,0.6190476190476191,1004.46,21,47.831428571428575,32696.259726265474,21,1556.9647488697844,1436060.749704536,21,68383.84522402553
Zambia,"Micro labs, Verna, Goa, India",SCMS from RDC,Lamivudine,Generic,2014,1351104,21,64338.28571428572,1080,21,51.42857142857143,379702,21,18081.04761904762,976331.44,21,46491.97333333333,50.72,21,2.415238095238095,1.17,21,0.05571428571428571,13,21,0.6190476190476191,1004.46,21,47.831428571428575,32696.259726265474,21,1556.9647488697844,1436060.749704536,21,68383.84522402553
Côte d'Ivoire,"Micro labs, Verna, Goa, India",SCMS from RDC,Lamivudine,Generic,2014,1351104,21,64338.28571428572,1080,21,51.42857142857143,379702,21,18081.04761904762,976331.44,21,46491.97333333333,50.72,21,2.415238095238095,1.17,21,0.05571428571428571,13,21,0.6190476190476191,1004.46,21,47.831428571428575,32696.259726265474,21,1556.9647488697844,1436060.749704536,21,68383.84522402553
"Congo, DRC","Micro labs, Verna, Goa, India",SCMS from RDC,Lamivudine,Generic,2014,1351104,21,64338.28571428572,1080,21,51.42857142857143,379702,21,18081.04761904762,976331.44,21,46491.97333333333,50.72,21,2.415238095238095,1.17,21,0.05571428571428571,13,21,0.6190476190476191,1004.46,21,47.831428571428575,32696.259726265474,21,1556.9647488697844,1436060.749704536,21,68383.84522402553
Côte d'Ivoire,"Micro labs, Verna, Goa, India",SCMS from RDC,Lamivudine,Generic,2014,1351104,21,64338.28571428572,1080,21,51.42857142857143,379702,21,18081.04761904762,976331.44,21,46491.97333333333,50.72,21,2.415238095238095,1.17,21,0.05571428571428571,13,21,0.6190476190476191,1004.46,21,47.831428571428575,32696.259726265474,21,1556.9647488697844,1436060.749704536,21,68383.84522402553
Mozambique,"Micro labs, Verna, Goa, India",SCMS from RDC,Lamivudine,Generic,2014,1351104,21,64338.28571428572,1080,21,51.42857142857143,379702,21,18081.04761904762,976331.44,21,46491.97333333333,50.72,21,2.415238095238095,1.17,21,0.05571428571428571,13,21,0.6190476190476191,1004.46,21,47.831428571428575,32696.259726265474,21,1556.9647488697844,1436060.749704536,21,68383.84522402553
Mozambique,"Micro labs, Verna, Goa, India",SCMS from RDC,Efavirenz,Generic,2014,1351104,21,64338.28571428572,1080,21,51.42857142857143,379702,21,18081.04761904762,976331.44,21,46491.97333333333,50.72,21,2.415238095238095,1.17,21,0.05571428571428571,13,21,0.6190476190476191,1004.46,21,47.831428571428575,32696.259726265474,21,1556.9647488697844,1436060.749704536,21,68383.84522402553
Nigeria,"Micro labs, Verna, Goa, India",SCMS from RDC,Efavirenz,Generic,2014,1351104,21,64338.28571428572,1080,21,51.42857142857143,379702,21,18081.04761904762,976331.44,21,46491.97333333333,50.72,21,2.415238095238095,1.17,21,0.05571428571428571,13,21,0.6190476190476191,1004.46,21,47.831428571428575,32696.259726265474,21,1556.9647488697844,1436060.749704536,21,68383.84522402553
Côte d'Ivoire,"Micro labs, Verna, Goa, India",SCMS from RDC,Efavirenz,Generic,2014,1351104,21,64338.28571428572,1080,21,51.42857142857143,379702,21,18081.04761904762,976331.44,21,46491.97333333333,50.72,21,2.415238095238095,1.17,21,0.05571428571428571,13,21,0.6190476190476191,1004.46,21,47.831428571428575,32696.259726265474,21,1556.9647488697844,1436060.749704536,21,68383.84522402553
Haiti,"Hetero, Jadcherla, unit 5, IN",HETERO LABS LIMITED,Lamivudine/Zidovudine,Generic,2015,1467299,20,73364.95,960,20,48.0,925675,20,46283.75,6515901.86,20,325795.093,141.04999999999998,20,7.052499999999999,3.23,20,0.1615,14,20,0.7,7267.78,20,363.389,101753.4744700648,20,5087.67372350324,1061278.7101118846,20,53063.93550559423
Zambia,"Hetero, Jadcherla, unit 5, IN",HETERO LABS LIMITED,Efavirenz,Generic,2015,1467299,20,73364.95,960,20,48.0,925675,20,46283.75,6515901.86,20,325795.093,141.04999999999998,20,7.052499999999999,3.23,20,0.1615,14,20,0.7,7267.78,20,363.389,101753.4744700648,20,5087.67372350324,1061278.7101118846,20,53063.93550559423
Haiti,"Hetero, Jadcherla, unit 5, IN",HETERO LABS LIMITED,Lamivudine/Nevirapine/Zidovudine,Generic,2015,1467299,20,73364.95,960,20,48.0,925675,20,46283.75,6515901.86,20,325795.093,141.04999999999998,20,7.052499999999999,3.23,20,0.1615,14,20,0.7,7267.78,20,363.389,101753.4744700648,20,5087.67372350324,1061278.7101118846,20,53063.93550559423
Botswana,"Hetero, Jadcherla, unit 5, IN",HETERO LABS LIMITED,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,2015,1467299,20,73364.95,960,20,48.0,925675,20,46283.75,6515901.86,20,325795.093,141.04999999999998,20,7.052499999999999,3.23,20,0.1615,14,20,0.7,7267.78,20,363.389,101753.4744700648,20,5087.67372350324,1061278.7101118846,20,53063.93550559423
Botswana,"Hetero, Jadcherla, unit 5, IN",HETERO LABS LIMITED,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,2015,1467299,20,73364.95,960,20,48.0,925675,20,46283.75,6515901.86,20,325795.093,141.04999999999998,20,7.052499999999999,3.23,20,0.1615,14,20,0.7,7267.78,20,363.389,101753.4744700648,20,5087.67372350324,1061278.7101118846,20,53063.93550559423
Haiti,"Hetero, Jadcherla, unit 5, IN",HETERO LABS LIMITED,Lamivudine/Zidovudine,Generic,2015,1467299,20,73364.95,960,20,48.0,925675,20,46283.75,6515901.86,20,325795.093,141.04999999999998,20,7.052499999999999,3.23,20,0.1615,14,20,0.7,7267.78,20,363.389,101753.4744700648,20,5087.67372350324,1061278.7101118846,20,53063.93550559423
Botswana,"Hetero, Jadcherla, unit 5, IN",HETERO LABS LIMITED,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,2015,1467299,20,73364.95,960,20,48.0,925675,20,46283.75,6515901.86,20,325795.093,141.04999999999998,20,7.052499999999999,3.23,20,0.1615,14,20,0.7,7267.78,20,363.389,101753.4744700648,20,5087.67372350324,1061278.7101118846,20,53063.93550559423
Haiti,"Hetero, Jadcherla, unit 5, IN",HETERO LABS LIMITED,Efavirenz,Generic,2015,1467299,20,73364.95,960,20,48.0,925675,20,46283.75,6515901.86,20,325795.093,141.04999999999998,20,7.052499999999999,3.23,20,0.1615,14,20,0.7,7267.78,20,363.389,101753.4744700648,20,5087.67372350324,1061278.7101118846,20,53063.93550559423
Mozambique,"Hetero, Jadcherla, unit 5, IN",SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,2015,1467299,20,73364.95,960,20,48.0,925675,20,46283.75,6515901.86,20,325795.093,141.04999999999998,20,7.052499999999999,3.23,20,0.1615,14,20,0.7,7267.78,20,363.389,101753.4744700648,20,5087.67372350324,1061278.7101118846,20,53063.93550559423
"Congo, DRC","Hetero, Jadcherla, unit 5, IN",SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,2015,1467299,20,73364.95,960,20,48.0,925675,20,46283.75,6515901.86,20,325795.093,141.04999999999998,20,7.052499999999999,3.23,20,0.1615,14,20,0.7,7267.78,20,363.389,101753.4744700648,20,5087.67372350324,1061278.7101118846,20,53063.93550559423
Côte d'Ivoire,"Hetero, Jadcherla, unit 5, IN",SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,2015,1467299,20,73364.95,960,20,48.0,925675,20,46283.75,6515901.86,20,325795.093,141.04999999999998,20,7.052499999999999,3.23,20,0.1615,14,20,0.7,7267.78,20,363.389,101753.4744700648,20,5087.67372350324,1061278.7101118846,20,53063.93550559423
Zambia,"Hetero, Jadcherla, unit 5, IN",SCMS from RDC,Lamivudine/Zidovudine,Generic,2015,1467299,20,73364.95,960,20,48.0,925675,20,46283.75,6515901.86,20,325795.093,141.04999999999998,20,7.052499999999999,3.23,20,0.1615,14,20,0.7,7267.78,20,363.389,101753.4744700648,20,5087.67372350324,1061278.7101118846,20,53063.93550559423
Nigeria,"Hetero, Jadcherla, unit 5, IN",SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,2015,1467299,20,73364.95,960,20,48.0,925675,20,46283.75,6515901.86,20,325795.093,141.04999999999998,20,7.052499999999999,3.23,20,0.1615,14,20,0.7,7267.78,20,363.389,101753.4744700648,20,5087.67372350324,1061278.7101118846,20,53063.93550559423
Rwanda,"Hetero, Jadcherla, unit 5, IN",SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,2015,1467299,20,73364.95,960,20,48.0,925675,20,46283.75,6515901.86,20,325795.093,141.04999999999998,20,7.052499999999999,3.23,20,0.1615,14,20,0.7,7267.78,20,363.389,101753.4744700648,20,5087.67372350324,1061278.7101118846,20,53063.93550559423
Zimbabwe,"Hetero, Jadcherla, unit 5, IN",SCMS from RDC,Lamivudine/Zidovudine,Generic,2015,1467299,20,73364.95,960,20,48.0,925675,20,46283.75,6515901.86,20,325795.093,141.04999999999998,20,7.052499999999999,3.23,20,0.1615,14,20,0.7,7267.78,20,363.389,101753.4744700648,20,5087.67372350324,1061278.7101118846,20,53063.93550559423
Uganda,"Hetero, Jadcherla, unit 5, IN",SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,2015,1467299,20,73364.95,960,20,48.0,925675,20,46283.75,6515901.86,20,325795.093,141.04999999999998,20,7.052499999999999,3.23,20,0.1615,14,20,0.7,7267.78,20,363.389,101753.4744700648,20,5087.67372350324,1061278.7101118846,20,53063.93550559423
Nigeria,"Hetero, Jadcherla, unit 5, IN",SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,2015,1467299,20,73364.95,960,20,48.0,925675,20,46283.75,6515901.86,20,325795.093,141.04999999999998,20,7.052499999999999,3.23,20,0.1615,14,20,0.7,7267.78,20,363.389,101753.4744700648,20,5087.67372350324,1061278.7101118846,20,53063.93550559423
Uganda,"Hetero, Jadcherla, unit 5, IN",SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,2015,1467299,20,73364.95,960,20,48.0,925675,20,46283.75,6515901.86,20,325795.093,141.04999999999998,20,7.052499999999999,3.23,20,0.1615,14,20,0.7,7267.78,20,363.389,101753.4744700648,20,5087.67372350324,1061278.7101118846,20,53063.93550559423
Burundi,"Hetero, Jadcherla, unit 5, IN",SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,2015,1467299,20,73364.95,960,20,48.0,925675,20,46283.75,6515901.86,20,325795.093,141.04999999999998,20,7.052499999999999,3.23,20,0.1615,14,20,0.7,7267.78,20,363.389,101753.4744700648,20,5087.67372350324,1061278.7101118846,20,53063.93550559423
Mozambique,"Hetero, Jadcherla, unit 5, IN",SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,2015,1467299,20,73364.95,960,20,48.0,925675,20,46283.75,6515901.86,20,325795.093,141.04999999999998,20,7.052499999999999,3.23,20,0.1615,14,20,0.7,7267.78,20,363.389,101753.4744700648,20,5087.67372350324,1061278.7101118846,20,53063.93550559423
Burundi,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2014,4169980,83,50240.72289156626,7444,83,89.6867469879518,320745,83,3864.397590361446,26338150.35,83,317327.1126506024,6106.85,83,73.57650602409639,104.66,83,1.2609638554216867,71,83,0.8554216867469879,28289.54,83,340.83783132530124,6499836.77597729,83,78311.28645755771,58342608.504547395,83,702922.9940306915
Tanzania,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2014,4169980,83,50240.72289156626,7444,83,89.6867469879518,320745,83,3864.397590361446,26338150.35,83,317327.1126506024,6106.85,83,73.57650602409639,104.66,83,1.2609638554216867,71,83,0.8554216867469879,28289.54,83,340.83783132530124,6499836.77597729,83,78311.28645755771,58342608.504547395,83,702922.9940306915
Côte d'Ivoire,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2014,4169980,83,50240.72289156626,7444,83,89.6867469879518,320745,83,3864.397590361446,26338150.35,83,317327.1126506024,6106.85,83,73.57650602409639,104.66,83,1.2609638554216867,71,83,0.8554216867469879,28289.54,83,340.83783132530124,6499836.77597729,83,78311.28645755771,58342608.504547395,83,702922.9940306915
Mozambique,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2014,4169980,83,50240.72289156626,7444,83,89.6867469879518,320745,83,3864.397590361446,26338150.35,83,317327.1126506024,6106.85,83,73.57650602409639,104.66,83,1.2609638554216867,71,83,0.8554216867469879,28289.54,83,340.83783132530124,6499836.77597729,83,78311.28645755771,58342608.504547395,83,702922.9940306915
Côte d'Ivoire,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2014,4169980,83,50240.72289156626,7444,83,89.6867469879518,320745,83,3864.397590361446,26338150.35,83,317327.1126506024,6106.85,83,73.57650602409639,104.66,83,1.2609638554216867,71,83,0.8554216867469879,28289.54,83,340.83783132530124,6499836.77597729,83,78311.28645755771,58342608.504547395,83,702922.9940306915
Nigeria,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2014,4169980,83,50240.72289156626,7444,83,89.6867469879518,320745,83,3864.397590361446,26338150.35,83,317327.1126506024,6106.85,83,73.57650602409639,104.66,83,1.2609638554216867,71,83,0.8554216867469879,28289.54,83,340.83783132530124,6499836.77597729,83,78311.28645755771,58342608.504547395,83,702922.9940306915
Mozambique,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2014,4169980,83,50240.72289156626,7444,83,89.6867469879518,320745,83,3864.397590361446,26338150.35,83,317327.1126506024,6106.85,83,73.57650602409639,104.66,83,1.2609638554216867,71,83,0.8554216867469879,28289.54,83,340.83783132530124,6499836.77597729,83,78311.28645755771,58342608.504547395,83,702922.9940306915
South Sudan,"Alere Medical Co., Ltd.","Orgenics, Ltd","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",Determine,2014,4169980,83,50240.72289156626,7444,83,89.6867469879518,320745,83,3864.397590361446,26338150.35,83,317327.1126506024,6106.85,83,73.57650602409639,104.66,83,1.2609638554216867,71,83,0.8554216867469879,28289.54,83,340.83783132530124,6499836.77597729,83,78311.28645755771,58342608.504547395,83,702922.9940306915
Zambia,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2014,4169980,83,50240.72289156626,7444,83,89.6867469879518,320745,83,3864.397590361446,26338150.35,83,317327.1126506024,6106.85,83,73.57650602409639,104.66,83,1.2609638554216867,71,83,0.8554216867469879,28289.54,83,340.83783132530124,6499836.77597729,83,78311.28645755771,58342608.504547395,83,702922.9940306915
Pakistan,"Alere Medical Co., Ltd.",INVERNESS MEDICAL INNOVATIONS HONG KONG LTD,"HIV 1/2, Determine Complete HIV Kit",Determine,2014,4169980,83,50240.72289156626,7444,83,89.6867469879518,320745,83,3864.397590361446,26338150.35,83,317327.1126506024,6106.85,83,73.57650602409639,104.66,83,1.2609638554216867,71,83,0.8554216867469879,28289.54,83,340.83783132530124,6499836.77597729,83,78311.28645755771,58342608.504547395,83,702922.9940306915
"Congo, DRC","Alere Medical Co., Ltd.",WAGENIA,"Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",Determine,2014,4169980,83,50240.72289156626,7444,83,89.6867469879518,320745,83,3864.397590361446,26338150.35,83,317327.1126506024,6106.85,83,73.57650602409639,104.66,83,1.2609638554216867,71,83,0.8554216867469879,28289.54,83,340.83783132530124,6499836.77597729,83,78311.28645755771,58342608.504547395,83,702922.9940306915
Nigeria,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2014,4169980,83,50240.72289156626,7444,83,89.6867469879518,320745,83,3864.397590361446,26338150.35,83,317327.1126506024,6106.85,83,73.57650602409639,104.66,83,1.2609638554216867,71,83,0.8554216867469879,28289.54,83,340.83783132530124,6499836.77597729,83,78311.28645755771,58342608.504547395,83,702922.9940306915
Zimbabwe,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2014,4169980,83,50240.72289156626,7444,83,89.6867469879518,320745,83,3864.397590361446,26338150.35,83,317327.1126506024,6106.85,83,73.57650602409639,104.66,83,1.2609638554216867,71,83,0.8554216867469879,28289.54,83,340.83783132530124,6499836.77597729,83,78311.28645755771,58342608.504547395,83,702922.9940306915
Mozambique,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2014,4169980,83,50240.72289156626,7444,83,89.6867469879518,320745,83,3864.397590361446,26338150.35,83,317327.1126506024,6106.85,83,73.57650602409639,104.66,83,1.2609638554216867,71,83,0.8554216867469879,28289.54,83,340.83783132530124,6499836.77597729,83,78311.28645755771,58342608.504547395,83,702922.9940306915
Nigeria,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2014,4169980,83,50240.72289156626,7444,83,89.6867469879518,320745,83,3864.397590361446,26338150.35,83,317327.1126506024,6106.85,83,73.57650602409639,104.66,83,1.2609638554216867,71,83,0.8554216867469879,28289.54,83,340.83783132530124,6499836.77597729,83,78311.28645755771,58342608.504547395,83,702922.9940306915
South Sudan,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,2014,4169980,83,50240.72289156626,7444,83,89.6867469879518,320745,83,3864.397590361446,26338150.35,83,317327.1126506024,6106.85,83,73.57650602409639,104.66,83,1.2609638554216867,71,83,0.8554216867469879,28289.54,83,340.83783132530124,6499836.77597729,83,78311.28645755771,58342608.504547395,83,702922.9940306915
Mali,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, ImmunoComb II BiSpot EIA Kit",ImmunoComb,2014,4169980,83,50240.72289156626,7444,83,89.6867469879518,320745,83,3864.397590361446,26338150.35,83,317327.1126506024,6106.85,83,73.57650602409639,104.66,83,1.2609638554216867,71,83,0.8554216867469879,28289.54,83,340.83783132530124,6499836.77597729,83,78311.28645755771,58342608.504547395,83,702922.9940306915
Mozambique,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Kit without Lancets, Buffer or Capillary Tubes, 100 Tests",Determine,2014,4169980,83,50240.72289156626,7444,83,89.6867469879518,320745,83,3864.397590361446,26338150.35,83,317327.1126506024,6106.85,83,73.57650602409639,104.66,83,1.2609638554216867,71,83,0.8554216867469879,28289.54,83,340.83783132530124,6499836.77597729,83,78311.28645755771,58342608.504547395,83,702922.9940306915
"Congo, DRC","Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2014,4169980,83,50240.72289156626,7444,83,89.6867469879518,320745,83,3864.397590361446,26338150.35,83,317327.1126506024,6106.85,83,73.57650602409639,104.66,83,1.2609638554216867,71,83,0.8554216867469879,28289.54,83,340.83783132530124,6499836.77597729,83,78311.28645755771,58342608.504547395,83,702922.9940306915
Uganda,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2014,4169980,83,50240.72289156626,7444,83,89.6867469879518,320745,83,3864.397590361446,26338150.35,83,317327.1126506024,6106.85,83,73.57650602409639,104.66,83,1.2609638554216867,71,83,0.8554216867469879,28289.54,83,340.83783132530124,6499836.77597729,83,78311.28645755771,58342608.504547395,83,702922.9940306915
Nigeria,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2014,4169980,83,50240.72289156626,7444,83,89.6867469879518,320745,83,3864.397590361446,26338150.35,83,317327.1126506024,6106.85,83,73.57650602409639,104.66,83,1.2609638554216867,71,83,0.8554216867469879,28289.54,83,340.83783132530124,6499836.77597729,83,78311.28645755771,58342608.504547395,83,702922.9940306915
Nigeria,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2014,4169980,83,50240.72289156626,7444,83,89.6867469879518,320745,83,3864.397590361446,26338150.35,83,317327.1126506024,6106.85,83,73.57650602409639,104.66,83,1.2609638554216867,71,83,0.8554216867469879,28289.54,83,340.83783132530124,6499836.77597729,83,78311.28645755771,58342608.504547395,83,702922.9940306915
Dominican Republic,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2014,4169980,83,50240.72289156626,7444,83,89.6867469879518,320745,83,3864.397590361446,26338150.35,83,317327.1126506024,6106.85,83,73.57650602409639,104.66,83,1.2609638554216867,71,83,0.8554216867469879,28289.54,83,340.83783132530124,6499836.77597729,83,78311.28645755771,58342608.504547395,83,702922.9940306915
Mozambique,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2014,4169980,83,50240.72289156626,7444,83,89.6867469879518,320745,83,3864.397590361446,26338150.35,83,317327.1126506024,6106.85,83,73.57650602409639,104.66,83,1.2609638554216867,71,83,0.8554216867469879,28289.54,83,340.83783132530124,6499836.77597729,83,78311.28645755771,58342608.504547395,83,702922.9940306915
Burundi,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2014,4169980,83,50240.72289156626,7444,83,89.6867469879518,320745,83,3864.397590361446,26338150.35,83,317327.1126506024,6106.85,83,73.57650602409639,104.66,83,1.2609638554216867,71,83,0.8554216867469879,28289.54,83,340.83783132530124,6499836.77597729,83,78311.28645755771,58342608.504547395,83,702922.9940306915
Burundi,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2014,4169980,83,50240.72289156626,7444,83,89.6867469879518,320745,83,3864.397590361446,26338150.35,83,317327.1126506024,6106.85,83,73.57650602409639,104.66,83,1.2609638554216867,71,83,0.8554216867469879,28289.54,83,340.83783132530124,6499836.77597729,83,78311.28645755771,58342608.504547395,83,702922.9940306915
Lesotho,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2014,4169980,83,50240.72289156626,7444,83,89.6867469879518,320745,83,3864.397590361446,26338150.35,83,317327.1126506024,6106.85,83,73.57650602409639,104.66,83,1.2609638554216867,71,83,0.8554216867469879,28289.54,83,340.83783132530124,6499836.77597729,83,78311.28645755771,58342608.504547395,83,702922.9940306915
Uganda,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2014,4169980,83,50240.72289156626,7444,83,89.6867469879518,320745,83,3864.397590361446,26338150.35,83,317327.1126506024,6106.85,83,73.57650602409639,104.66,83,1.2609638554216867,71,83,0.8554216867469879,28289.54,83,340.83783132530124,6499836.77597729,83,78311.28645755771,58342608.504547395,83,702922.9940306915
Nigeria,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2014,4169980,83,50240.72289156626,7444,83,89.6867469879518,320745,83,3864.397590361446,26338150.35,83,317327.1126506024,6106.85,83,73.57650602409639,104.66,83,1.2609638554216867,71,83,0.8554216867469879,28289.54,83,340.83783132530124,6499836.77597729,83,78311.28645755771,58342608.504547395,83,702922.9940306915
Nigeria,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2014,4169980,83,50240.72289156626,7444,83,89.6867469879518,320745,83,3864.397590361446,26338150.35,83,317327.1126506024,6106.85,83,73.57650602409639,104.66,83,1.2609638554216867,71,83,0.8554216867469879,28289.54,83,340.83783132530124,6499836.77597729,83,78311.28645755771,58342608.504547395,83,702922.9940306915
South Sudan,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,2014,4169980,83,50240.72289156626,7444,83,89.6867469879518,320745,83,3864.397590361446,26338150.35,83,317327.1126506024,6106.85,83,73.57650602409639,104.66,83,1.2609638554216867,71,83,0.8554216867469879,28289.54,83,340.83783132530124,6499836.77597729,83,78311.28645755771,58342608.504547395,83,702922.9940306915
Mozambique,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2014,4169980,83,50240.72289156626,7444,83,89.6867469879518,320745,83,3864.397590361446,26338150.35,83,317327.1126506024,6106.85,83,73.57650602409639,104.66,83,1.2609638554216867,71,83,0.8554216867469879,28289.54,83,340.83783132530124,6499836.77597729,83,78311.28645755771,58342608.504547395,83,702922.9940306915
Côte d'Ivoire,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2014,4169980,83,50240.72289156626,7444,83,89.6867469879518,320745,83,3864.397590361446,26338150.35,83,317327.1126506024,6106.85,83,73.57650602409639,104.66,83,1.2609638554216867,71,83,0.8554216867469879,28289.54,83,340.83783132530124,6499836.77597729,83,78311.28645755771,58342608.504547395,83,702922.9940306915
Zimbabwe,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2014,4169980,83,50240.72289156626,7444,83,89.6867469879518,320745,83,3864.397590361446,26338150.35,83,317327.1126506024,6106.85,83,73.57650602409639,104.66,83,1.2609638554216867,71,83,0.8554216867469879,28289.54,83,340.83783132530124,6499836.77597729,83,78311.28645755771,58342608.504547395,83,702922.9940306915
Zimbabwe,"Alere Medical Co., Ltd.","Orgenics, Ltd","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",Determine,2014,4169980,83,50240.72289156626,7444,83,89.6867469879518,320745,83,3864.397590361446,26338150.35,83,317327.1126506024,6106.85,83,73.57650602409639,104.66,83,1.2609638554216867,71,83,0.8554216867469879,28289.54,83,340.83783132530124,6499836.77597729,83,78311.28645755771,58342608.504547395,83,702922.9940306915
Guyana,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2014,4169980,83,50240.72289156626,7444,83,89.6867469879518,320745,83,3864.397590361446,26338150.35,83,317327.1126506024,6106.85,83,73.57650602409639,104.66,83,1.2609638554216867,71,83,0.8554216867469879,28289.54,83,340.83783132530124,6499836.77597729,83,78311.28645755771,58342608.504547395,83,702922.9940306915
